work_id,perf_id_A,title_A,artist_A,yt_id_A,perf_id_B,title_B,artist_B,yt_id_B
165814,1092903,Annie Laurie,James Last,VVuQRmgylME,1590008,Annie Laurie,Robert Farnon and His Orchestra,wRm9sc59tRU
165923,646381,My Jiddische Momma,Herbert Rehbein and His Orchestra,BSoAMzKVJAo,889827,My Yiddishe Momme,Terry Gibbs,8-92sysFIfw
166392,1396249,That Spirit of Christmas,Vika & Linda,3DEI0vvlxG8,1443405,That Spirit of Christmas,Mandy Dickson,jm-nITeMiHo
166891,924310,El rey,Lucha Villa con el Mariachi Guadalajara,sePyRQF2Gqk,1408994,El rey,María Dolores Pradera acompañada por Los Gemelos,xrMPhRWXeHc
167179,1521013,Djelem Djelem,Sandy Lopicic Orkestar,w561y_Wlp7g,1697461,"Djelem, djelem",Duet Đurić-Runjajić i sekstet Dušana Radetića,UgJ61g3BZD4
167197,1015033,Sail Away Ladies,Brittany Haas,7CYLVAduF4c,1015080,Sail Away Ladies,Nick Hornbuckle,77giFuyYY-o
167277,1194894,Kokosnöten,Janne Lucas,-HodlZH37Ps,972267,Daar zijn de appeltjes van oranje weer,Helma en Selma - The Flying Dutchmen onder leiding van Mathieu Niens,n1-XeHMcB88
167556,575131,Esperaré,Enrique Heredia Negri con Miguel Poveda - Farruquito - Niño Josele,xoq-44OG8w4,1677213,Esperaré,Felipe Pirela,TkXW74wsd_g
167658,575924,Waving Through a Window,Ben Platt & Original Broadway Cast of Dear Evan Hansen,kfnMvo87fQU,783603,Waving Through a Window,Rachel Tucker,6B3msXUK2dI
167723,1636456,Kristallen den fina,Anita Lindblom,VgwkE4GeuWg,980984,On kristalli hieno,Viipurin Lauluveikot johtaa Martti Neuvonen,Vz-wpCouJO4
167996,778673,À Paris,Les Pommes de ma Douche,c65wAGksSpc,1040323,À Paris,Fernando Rocha,vuFtsdLss_k
168014,578352,Carol of the Birds,Zola Van,BGcBtEEXSBw,1298247,El cant dels ocells,Lone Star [ES],ur-Lo_CmESU
168819,582717,New Rules,Dua Lipa,k2qgadSvNyU,628479,New Rules,Jack & Joel,pguPgWW7-WQ
168832,1349016,Song of the Islands,Red Roseland Cornpickers with Keith Nichols and Bent Persson,dhcniobKn5Y,1544990,Song of the Islands,'Little' Roy Wiggins,34eb5Yw6rQY
168937,1415312,Woodpecker Song,Dick Contino,BIQxniZ2Ypo,1588472,Am Abend auf der Heide,"Großes Tanzorchester, Dirigent: Adalbert Lutter - Gesang: Eric Helgar",AN71fhzmsjE
169130,861655,Anniversary Song,Morty Craft and the Singing Strings,wSTmx0gA3Vo,696060,Anniversary Song,The Furey Brothers & Davey Arthur,nSgkZMeRpXM
169857,589796,Forever and Ever,Russ Morgan - Vocal by The Skylarks,vEc8ehk89Wg,1005703,Forever and Ever,Louise Morrissey,uqB6lBmzavM
170116,1167914,Bourbon Street Parade,Wendell Eugene's New Orleans Band,my6TMp_BaU8,1174650,Bourbon Street Parade,Neanders Jazzband,9zZt7M8uqe4
170352,1050295,Roman Guitar,The Bottom Line Duo,TMXFUZCbHrU,1209369,Chitarra romana,Quadro Nuevo,Nynhe7ZOBA8
170366,592795,You Hit the Spot,Ella Fitzgerald,3nHLlfxl-yM,1362382,You Hit the Spot,Kathleen Kolman,Yh-qAwhy26A
170401,593103,Song of Delilah,Geoff Love and His Orchestra,7xi3QaBJlX8,911399,Delilah,Yves Brouqui,ixccZWpKziM
170983,679419,Blue Star,Jimmy McGriff,t7HuivKZg4g,1360014,Blue Star,Fausto Papetti,SqTLpMc5XzY
171144,1498356,Take Me in Your Arms,Toshiaki Yamada Trio,PWMpN0uLz-U,596336,Rakkautta ei se ollutkaan,Reijo Taipale,x3J10kOGqHw
171975,601391,(I Don't Care) Only Love Me,Steve Lawrence - Arranged and conducted by Don Costa,xMyuqTs1nnU,659748,Kuinka paljon rakkautta,Jarmo Tuominen,3M7XCpIA5eU
172590,783848,Sydämeeni joulun teen,Joulupukin tontut,F-q4D9zqgcs,1166790,Sydämeeni joulun teen,Waltteri Torikka,-xTn60AJLzE
173036,607946,Upa neguinho,Jazztronik,q8svecVuewQ,914555,Upa neguinho,Laura Buenrostro Quartet,UPd8Se3PGYs
173156,898823,Zazueira,Timbalada & Lobão,jEn0wTSpSDo,975807,Zazueira,Bossa Rio,t47chbPma2A
173512,1224358,"'Na voce, 'na chitarra e 'o poco 'e luna",Roberto Murolo,lj2Ppw2vBnM,1057846,Une guitare au clair de lune,Caterina Valente,lPH2gBoFuX8
174326,858656,Song of the Volga Boatmen,Francis Goya with The Original Bolshoi Orchestra and Chorus,CA94ob3v7J0,995909,Song of the Volga Boatmen,Peter Dawson [AU],PHXm-ClNhQw
174973,1674398,Stjernesludd,Samlebandet - Kamilla Jakobsen,ZMLbdUpFEl0,620975,Stjernesludd,Ola Kvernberg & NTNU Jazz Ensemble,KpUrgjfeBNY
175002,1558371,Joseph! Joseph!,Irving Fields Trio,VaUElKIpNm0,638191,Joseph! Joseph!,Powderkeg,IMPqRPRtqiM
175159,622238,Comme au premier jour,Franck Pourcel et son grand orchestre,f3HFW1-IVXY,1528757,Comme au premier jour,Renée Maya,YuVD4YYZw5k
175969,910387,Razão de viver,Tito Madi,m7mxNpCFuxk,965512,Razão de viver,Bebeto Castilho,k-6VBiGelpc
175980,628905,Höstvisa,Erna Tauro & Bo Andersson,JvMSX8HXSNg,1589923,Høstvise,Barbara Helsingius,KHAV070j50Y
176605,935137,Océano,Carme Canela & Trio,u0bSV2StCes,975306,Oceano,Renato Vargas,_toY6qs6lrE
176914,636518,Luiza,"Leny Andrade, Cristóvão Bastos",KXVQY0d_R2I,1194233,Luiza,James Sherlock Trio,EH7ubzNNBpg
177007,1054799,Sov på min arm (Nocturne),Pelles med Christer Sjögren,JV8p37hgwyQ,650892,Nocturno,Katia Cardenal,6wHAlyNhPvM
178125,811589,Bajo los techos de París,Sarita Montiel,u39Fj8ZpnZs,832037,Sous les toits de Paris,Berthe Sylva,KmwOg_MIJZE
178155,995597,Venez donc chez moi,Patrick Saussois - Alma Sinti,wznOr-rSxzw,1558657,Venez donc chez moi,Laura Anglade & Sam Kirmayer,f1Ar8tchKec
178520,811877,Ci-ciu-ci Cancão do Rouxinol,Leonardo [BR1],Au4njRUAyd0,746059,Ci-ciu-cì,Narciso Parigi - Orchestra diretta dal M° G.M. Guarino,ID6XxxRElRA
178932,652557,Two Kites,Antonio Carlos Jobim with Orchestra conducted by Claus Ogerman,YZAn_qYE754,652607,Two Kites,Daniel Jobim feat. John Pizzarelli,8vegFHrWlL8
178987,652911,Até quem sabe?,Dóris Monteiro,eA4vgBXRpeU,978529,Até quem sabe,Claudette Soares,K5LCx8150u8
180590,802617,A Million Dreams,Piano Dreamers,wkBugQmjQUA,1636905,A Million Dreams,David Garrett,Xe77fZ3MFYo
180592,1104138,Rewrite the Stars,Jess and Gabriel,eqJ-H-lC1JA,1465515,Rewrite the Stars,Daniel Jang,6uuvrVh3a1w
181074,1500986,Lo mucho que te quiero,Pedro Fernández,ZhzuReg4CzE,1667196,Lo mucho que te quiero,Anthony Arizaga,DC5opIyn7EI
181595,672650,Dansero,The Don Baker Trio,D-gIi2liljg,672780,Dansero,Joni James,vMm7iUbtDXc
181656,767015,"O Come, O Come, Emmanuel",Hannah Huston,MbPUqbd2XBw,554683,Oh Come Emmanuel,Doug Munro and La Pompe Attack,6kIyAWZBq9E
182240,678264,Come to the Mardi Gras,Henry Mancini and His Orchestra,mXceDyfdf5Y,1266472,Não tenho lagrimas,Meireles e Sua Orquestra,UL55xz4kXbA
182403,809340,Si tu vas à Rio,Michel Dumas - Orchestre J.- J. Robert,cDhaybYHYEc,1651202,Madureira chorou,Severino Filho e sua orquestra de danças,mIkxkLesc_M
182832,902029,Vera Cruz,Agora Tà,rZBLGcMz5kw,877620,Vera Cruz,Trio da Paz,MNmKmmKKuKs
182850,1020730,Blessed Assurance,Ricky Skaggs & The Whites,TiWuLOSHQ-0,1102781,Blessed Assurance,Glen Campbell,AXhvy4jw1mI
182870,1157129,Pearly Shells,The 50 Guitars of Tommy Garrett,K5KKk7-GKgk,894480,Pearly Shells,Art & Dotty Todd,rA4lhzSkefM
183115,740514,Lawrence of Arabia,Jackie Gleason,rFffsJ89uwc,1618864,Theme from Lawrence of Arabia,Ferrante and Teicher,amcOVKbMF3g
184096,1654287,Velas içadas,MPB4 part. Ivan Lins,ZwizviCYEBg,688287,Velas,Nicole Croisille,skxt7DldD38
184434,818669,Lappland,Mats Olsson med sin orkester,MurCyEg3zJY,1329455,Gloryland,Vintage Jazzmen,xjCA97vioXA
185258,1564348,Pour être un jour aimé de toi,Bourvil - Andrine Forli,rvo5QrChb58,1569295,"Wat zou het zalig zijn, mijn kind",Johnny Jordaan,zkmPJ-MWTDI
186755,957754,Casatschok,Los Ochenta Centavos,2801l_LxleQ,700633,Katjusha,Leningrad Cowboys,TDOTCWxNwAQ
187137,1722945,Uno,Analía Sirio y Los Errantes Bohemios,DAs1Ux7mUHc,1161899,Tänk om jag hade hjärta kvar,Anna Lena Brundin,S3744lqtWCM
191074,753528,Outra vez,Roberto Menescal e Cris Delanno,ptoEtRROj4A,723123,Outra vez,Simone [BR],mwsOgtFkFtw
191670,1273723,Turkey in the Straw,Pietro,UIlSIHPmCzs,1514489,Turkey in the Straw,Adrián y Azalia,mmLtnsmpXuQ
192200,1365851,Qué quieres tú de mí,Gian Franco Pagliaro,anbA9iIaBU4,1285876,Que queres tu de mim,Lairton dos Teclados,Lpe1811e0fU
192368,1014414,Swing That Music,Norbert Susemihl's New Orleans All Stars,_mXwKO43ezM,1323873,Swing That Music,Roy Rubinstein's Chicago Hot Six,bWfRBLSa4nI
193353,752259,I'll Buy That Dream,Greetje Kauffeld,nPinGk0FHmA,1451121,I'll Buy That Dream,George Maharis,Sc_JWSe4GgM
193882,735879,You Say,Anthem Lights,DXgMdMc7dg8,820269,You Say,Cimorelli,44KnJ7IZojs
194409,822244,Sentimental Gentleman from Georgia,String of Pearls,NQ6NN-RflII,1346366,Sentimental Gentleman from Georgia,Jonathan Stout and His Campus Five featuring Hilary Alexander,xLp8Ykw-8FQ
195946,932907,Pra que discutir com madame,Ulli Prieler & Mestre Michel Feliciano,yVxTVAycFu0,1034551,Para que discutir con madame,Pedro Aznar,CLKzMwSAbvU
196358,1206985,High Hopes,Sons of Serendip,4nXWlZA4FaA,1423398,High Hopes,Daniel Jang,wl5ggrCDz7M
196385,873139,Adeus América,Fernanda Cunha,YPfvgRHiuB4,749154,Adeus América,João Gilberto,gn7kxtdTP4Y
196806,752460,O samba da minha terra,Lúcio Alves,8pcSEZ0dt-M,902240,O samba da minha terra,Mateus Sartori,8zozKdqFVZ0
196951,844815,É preciso perdoar,Izabel Padovani & Ronaldo Saggiorato,j0HOztQLAPE,1392053,É preciso perdoar,Idilva Germano,OhWFEkVcmn8
197036,879083,Bala com bala,Viviane de Farias & Mauro Martins,IemS6GvbNRI,894644,Bala com bala,Edu Lobo,MVc05c1Rh2I
197141,755717,Bôto (Porpoise),Antonio Carlos Jobim with Orchestra conducted by Claus Ogerman,nCAA2fEHaa4,886696,Boto (Porpoise),Mário Adnet w/ Lenine,KjUEuOIF4gk
197499,976957,Mania de você,Waldir Calmon e seu conjunto,b_USxFwJoS4,1458105,Manía de tu amor,Vivavoz,i1hXWAcjeNM
197581,796117,Apêlo,Irio De Paula,Ppt-0Jz-NNM,910450,Apelo,Isaurinha Garcia,7AXfFJlxWNQ
198645,1006153,Stumbling,Golden Gate Dance Orch.,tKQoggdaO6U,1107869,Stumbling,Bob Crosby's Bob Cats,y5f1O0cVctI
199260,1275552,Eu não existo sem você,Leno,xApMQirkq14,957966,Eu não existo sem você,Duo Vieira,kVh7FWRgPOE
199658,927700,O leãozinho,Maria Bethânia,BLMyY8wjV38,1406254,O leãozinho,As Madalenas feat. Valentino Corvino,iXET7AyNnuw
199930,1081752,Bully of the Town,The Hotmud Family,SkAmrH89vek,1395915,Bully of the Town,The Everly Brothers,CfRLfDtRI1M
200083,831514,Happier,Shorelines,6-JzTg3Tjsk,847470,Happier,Maddie Wilson,ZLwIvhCaWUc
200724,1055940,Casey Jones,Ken Colyer's Skiffle Group,VoVc-1Y5uUM,1459970,Casey Jones,Rangers,XvHgXS8J5ms
201054,926444,Capullito de Alelí,Lisa Ono,H4iQaPLZab8,1462712,Capullito de Alhelí,Cuarteto Ruffino y Ritmos de Héctor González de la Barrera,QdrNTFnWMsY
201290,838483,Eastside,Bailey Jehl & Ben Schuller,Dn_RpdGMgpE,1742597,Eastside,Midnite String Quartet,wTZzwKEdErI
202579,1212963,Was It a Dream,Lillie Delk Christian with Louis Armstrong & His Hot Four,bA7yZdi7Llo,1380858,Was It a Dream,Seger Ellis,lKHnWu1TaBQ
203097,1666330,Lisboa antiga,Daniel Binelli - Pedro H. da Silva,tNNO2bO8F5A,1125594,Lisbon Antigua,Eartha Kitt with Henri René and His Orchestra,ob8MTpIfJaI
204459,946409,Without Me,Andie Case & Mike Tompkins,wE66sqhPXl0,1690872,Without Me,Gavin Mikhail,je1H88afdeU
204550,1054133,When Yuba Plays the Rumba on the Tuba,"Spike Jones and His Other Orchestra featuring Joe ""Country"" Washburne",lTMIP0N0rWI,1540709,When Yuba Plays the Rumba on the Tuba,The Knickerbockers [Ben Selvin],mXUmuXOB1hg
204706,807072,Guitare et tambourin,Les compagnons de la chanson,wy482G_A7E0,807308,Guitare et tambourin,Yvette Giraud avec chœurs et orchestre - Direction : Marc Herrand,lSHtrnsy43w
204979,813249,Den första gång...,"Mats Bergström, Mikael Samuelson",uox_9T0fG7k,808507,Den första gång...,Herr T och hans spelmän,rLzHI2yEVHI
205097,809415,Buenas noches mi amor,Dalida accompagnée par Raymond Lefèvre et son orchestre,pHipTOTNptY,1031625,Buenas noches mi amor,Franck Pourcel et son grand orchestre,pAUu8P26EaY
205103,1742365,Warum läßt du mich so allein,Charles Aznavour - Hans Blum und sein Orchester,FzNllklbuf0,1742365,Warum läßt du mich so allein,Charles Aznavour - Hans Blum und sein Orchester,FzNllklbuf0
208586,915964,Copacabana,3 na Bossa,dkqUvZ8bdr4,1651201,Copacabana,Severino Filho e sua orquestra de danças,5_JB7uuDKhE
209554,1339065,My Inspiration Is You,George West's Orchestra (with the Four Spades in Vocal Harmony),iVzHhbZsvtI,1339024,My Inspiration Is You,Gay Ellis and Her Novelty Orchestra,e-zefPPidDM
209828,1055072,Diz que fui por aí,Sant Andreu Jazz Band,zO6d4sLfAbU,1387475,Diz que fui por aí,AlehConvida,2cqBNW8fgxs
209856,1124699,Bury a Friend,8-Bit Misfits,zu_HbYlEM2I,1692398,Bury a Friend,GnuS Cello,FVaACH_B-j0
210676,844928,Who Walks In When I Walk Out,Megan Fanning,PCC7nO-iqWw,845743,Who Walks In When I Walk Out,The Juggernaut Jug Band,TAdhdpeu4vk
210703,844504,I'm Sorry I Made You Cry,"""Fats"" Waller and His Rhythm",x5qDXnniQ-Y,1266312,I'm Sorry I Made You Cry,Irving Kaufman,5t20e9uVMBE
210814,844866,Dança da solidão,Paulinho da Viola,o5qYIh1BBLI,844870,Dança da solidão,Marisa Monte,Xzxgjhi2eNU
210866,921863,Você,Hendrik Meurkens,5Tx1-1Fyxmw,921863,Você,Hendrik Meurkens,5Tx1-1Fyxmw
210875,1039103,Céu e mar,Lula Galvão,zS9TVQRdSIc,1379706,Céu e mar,David Feldman,y9wIGut7zmw
211747,850707,Speechless,The Hound + The Fox,DJtyUrK8TXs,1386101,Speechless,Halocene,9nduyrsNZfg
213085,729238,Kaksi kitaraa,Eila Pellinen,E1t3ycMzr6I,1669137,Two Guitars,Third Coast Swing,8hX1swgJkls
213101,1318601,Someone You Loved,Joey Dean,PIOMSDcWlpI,1039699,Someone You Loved,Meg Birch,uN4LL7ha8Mc
213674,963287,Consolação,Sebastião Tapajós,8Hkbk4hCKfg,1379449,Consolação,Zéli Silva com Vanessa Moreno,wcqEdymbBgA
214765,871590,O que tinha de ser,Carminho,npbrxQyRRTw,871634,O que tinha de ser,Magos & Limón,U5yZdLV7AuI
215067,874239,Piano na Mangueira,Zimbo Trio,CY9_NGIwQKM,874250,Piano na Mangueira,Tom Jobim / Chico Buarque,L5ruLlV3vPA
215693,931474,Madalena,Flávia Marques,7hO55MuBDEo,1026714,Madalena,Renato Vargas,Qz-xjfefYKM
215717,879321,Nem eu,Fafá Lemos and His Orchestra,5saOvROxPtw,879368,Nem eu,Jussara Silveira,ncvm1R14kHg
215753,1379100,Ponteio,Fernando Sodré,8gl2Oaxatbk,1441699,Ponteio,Trio Baru,YLH95JM7AEw
215942,881921,The Maple on the Hill,Norman Blake [US],4ifYoU7ACVM,881964,Maple on the Hill,Smokey Joe Miller and His Georgia Pals Newman Young and Lawrence Humphries,wFQFl4Oq-8E
216049,1212703,Lover,John Adams [GB2],Po4rF4Y05yk,1444012,Lover,Zachary James,QCv2kpJZN4M
216416,884940,Peter and the Wolf,Basil Rathbone with Leopold Stokowski conducting The All American Orchestra,JgyMnrDoPEw,885040,Peter and the Wolf,The New York Philharmonic - Leonard Bernstein,d9AnkErkCfU
216562,886240,Eu te amo,Joanna [BR],m8hwz6lTemc,886285,Eu te amo,Fernanda Cunha e Zé Carlos,Me_oBD1sVlY
216757,887526,Derradeira primavera,Ithamara Koorax,_w7M1bNsAtg,1081253,Derradeira primavera,Tom Jobim part. Paula Morelenbaum,NtnSZqWoGKI
216838,1214603,Choro bandido,Mirabassi - Di Modugno - Balducci ‎,N7PlKSYvVpo,887925,Choro bandido,Tom da Terra,_tQBCJzB3Is
216868,888268,Mon cœur est un violon,Lucienne Vernay,BrPUVJMqkqk,1597600,Mon cœur est un violon,Danièle Dupré - Orchestre dir. : Franck Pourcel,HSmgblZjwBo
217147,889954,Sonho meu,Paulinho Moska,Kg9w0yKHjb0,1330711,Sonho meu,Luiz Américo,ik1ktKoqEO0
217351,891084,Afro-Samba's Medley,Adela Dalto,4sX5Hep5nFg,891467,Canto de Xango,Wild Card,l832tInyH1Y
217470,892575,A história de Lily Braun,Fernanda Sant'Anna,I4oS5ocIFfc,893725,A história de Lily Braun,Lilly Abreu & Cuarteto Latinoamericano,ta1uPjf-Wko
217708,894220,Incompatibilidade de gênios,João Bosco,bFCPcWBCpHg,894677,Incompatibilidade de gênios,Miguel Castro,2r4g_O7N6WA
218143,898778,Menino do Rio,Tavynho Bonfá,xqNUOTv3Ud0,904100,Menino do Rio,Um a Zero Trio,6i7ZyC-7Ui8
218184,899979,Saudade da Bahia (Longing for Bahia),Charlie Byrd,QNFiNHkTBVk,938804,Saudade da Bahia,Nina Guetta,s8TP8UOwwmM
218489,1112305,Rosa Morena,Carlos Malta,m3wAs3cAIP0,901976,Rosa Morena,Egle Martin,erg9NTHtWyw
218702,902652,Lugar comum,Zona Sul,vkI3YUm2Hck,902655,Lugar comum,Phil Marucci,cJpCY5tTVOc
218897,906037,Nada será como antes,Fabiana Passoni,aZ3sxLkz-90,1290632,Nada será como antes,Rodrigo Borges feat. Milton Nascimento & Lô Borges,0gqAWYjNw4M
219013,906119,Tudo que você podia ser,Seu Jorge,bxl1sNsEOCI,1268786,Tudo que você podia ser,Samuel Rosa & Lô Borges,EGAKn4HNRfs
219086,907668,Marina,Marina de la Riva & João Donato,221lPN4tfGo,1035009,Marina,Seresta Moderna,gOgXnqwy-9g
219095,906565,Vento bravo,Edu Lobo,c04G0xVuxOk,906565,Vento bravo,Edu Lobo,c04G0xVuxOk
219103,906718,Beijo partido,Greta Panettieri,zvHxvcPYaiU,906748,Beijo partido,Lucia Richer,GTmU0jJ_L9w
219285,908033,Batida diferente,Herbie Mann,-pMmBVp73rU,1043185,Batida diferente,Joe Carter [US2],O8ZcNFqz1jc
219333,909460,Nosotros,Larry Harlow,W7yf-RT2EMg,913968,Nosotros,Susana Zabaleta feat. Rubén Albarrán,7wlDr4hJUyM
219503,910209,Eu e a brisa,Paulo Moura Quarteto,uNbSq-c7Xxw,1642291,Eu e a brisa,Bettina Korall & Marinho Boffa,kLjGdDOd3DU
219716,957669,Estamos aí,Euclydes Mattos,ViI-O3iSloE,970247,Estamos aí,Clarice Assad,Xdi7WoEyuws
219803,1407192,Passarim,Fi Bueno,7MrPDJqamWw,936889,Passarim,Tom da Terra,YNohbraFrhQ
219936,936881,Toda menina baiana,Marie Myriam,L9TkUA7MhYI,1392716,Toda menina baiana,Trio Nordestino,JTvPiaLn268
220272,915814,Odara,Caetano Veloso,ROE9j3hr290,915818,Odara,Beto Caletti Trio,2okIZQ5Rdxs
220310,1462260,Veracruz,Emilio Gálvez acomp. Mariachi Mexico,Odu_jHhuq0I,1614145,Veracruz,Antonio Badú - Orquesta de Chucho Martínez,552BpKVR9TU
220432,917088,Folhas secas,Nelson Cavaquinho,oSf5GVv7lvQ,1446484,Folhas secas,Marcelo Leite,5NakhQg7Aww
220603,918388,Balanço zona sul,Wilson Simonal,gyxNAU4dYag,1043233,Balanço zona sul,Elza Soares,hiMoArXG3p0
220688,919294,Um girassol da cor do seu cabelo,André Mehmari Trio,w_C06giqzhs,919301,Um girassol da cor do seu cabelo,Mônica Tomasi,iwVRqp8YMEQ
220758,919859,É com esse que eu vou,Demônios da Garôa,U6BIM--QHmc,945893,É com esse que eu vou,Ellen de Albuquerque,x75QJlYEOKA
220880,920835,Tarde em Itapuã,Quarteto em Cy com Toquinho,pKA5aUVGiK4,920875,Tarde em Itapoã,Fabiana Passoni,654EYmHG8pA
221271,1086695,Coo Coo's Nest,Mary Z. Cox & Yazid,pAoSh_QO3CM,1089419,The Cuckoo's Nest,Bob Herring & Rafe Stefanini,b8I05ghlD90
221366,1078385,Grey Eagle,Joe Meadows,Vw5OI76_9rc,1079973,Grey Eagle,Ted Lundy and The Southern Mountain Boys,S_YX_rquZ6I
221393,1297952,Show Yourself,Caleb Hyles feat. Tre Watson,Glrxif8vgl8,1554228,Show Yourself,Punk Rock Factory,BTkW2MvPPFc
221426,925856,Sampa,Milton Banana Trio,L3sf9sz8yfU,1598099,Sampa,Olodum,uNoOfcwQQFU
221501,1256301,Olhos nos olhos,Lucy Alves,i7AYSMFBivw,1392049,Occhi negli occhi,Irene Grandi & Stefano Bollani,HhFZOw7-xsc
221841,928694,A Rita,3 na Bossa,OqLfL4frSvQ,1615656,A Rita,Martina DaSilva,r-j84TmCC2I
221850,928778,Serrado,Yuko Ito,KAT4DhSUfQI,928827,Serrado,Quarteto em Cy,xc9zL3k0ZsA
221989,929761,De frente pro crime,Francesca Ajmar / Roberto Bernardini,XIxRCdD7o6A,929742,De frente pro crime,3 na Bossa,pIvJwGBur3M
222054,930447,Linha de passe,Grupo Molejo,rgPgU5uG6w0,1281799,Linha de passe,Duo Sciotti,V207Y4yQcBY
222126,931192,The Church in the Wildwood,Calhoun Sacred Quartet,mHQNEqEYnJs,958254,Church in the Wildwood,Billy Grammer,vjFcc8kZeK4
222249,932065,Minha namorada,Sylvia Telles,AB1cjm9wGdk,966733,Minha namorada,Pery Ribeiro com Alcione,05zpDWQJEZY
222258,932164,Como nossos pais,Elis Regina,gdgj1kYqiFI,932318,Como nuestros padres,Laura Canoura,4ObNEgkWswE
222349,932819,Duas contas,Maria Creusa,eDoHGqf42cc,932786,Duas contas,Áurea Martins,DZvd57OJomY
222358,1336814,Que maravilha,Elza Soares & João de Aquino,8od5T4qwiqc,932939,Que maravilha,OBMJ,4Gdl65-AZOg
222497,1306181,Hungaria,Wedeli Köhler Ensemble,1HSwt8OKlXM,1668452,Hungaria,Gypsy Trip,4MZwuuWOuuk
222686,935525,Canção do sal,Malvina Lacerda,kZxYk0yWui8,1441163,Canção do sal,Alegre Corrêa & Ana Paula da Silva,cQuevyi3Nfs
222723,935997,Tem mais samba,Sophie Wegener & Zona Sul,JzT-wlMNtpE,936003,Tem mais samba,Isaura Garcia,O_OXhx8ylnU
222784,936616,Honrar la vida,Sandra Mihanovich,dq4TyZlohlI,963472,Honrar la vida,Jairo con Eladia Blázquez y Pedro Aznar,jY2x75YyrSk
222832,937179,Minha saudade,Dick Titterington,WSeCaVBQGIg,1083677,Minha de saudade,Jesper Lundgaard Trio,VhoF_w4eUVo
222875,1282787,Troublant boléro,Yamandu Costa & Guto Wirtti,RWNqs7Xdwas,1407466,Troublant boléro,Latcho Drom,MV73-YkiG_Q
222923,938251,Joanna Francesa,Chico Buarque / Fagner,1QgAGZaICIA,938497,Joana Francesa,Antonella Montrasio / Mudança Quintet,AjcIF9GxGBs
222942,1031784,Pretty Saro,Bruce Molsky & Big Hoedown,ZMAwvtFN-HE,1494773,Pretty Saro,Grandpa Banana,M9brC24kXAw
222958,1316522,La petite valse,Franck Pourcel,4Eu_2-5ad3M,1174977,De kleine wals,Bobbejaan Schoepen met de Morgan Zusjes,PPtNNcdlkdg
223045,939637,Bye Bye Brasil,Chico Buarque,3ydneQxq924,939685,Bye Bye Brasil,Quarteto do Rio & Roberto Menescal,o3JxOnkR2qc
223146,1404250,Carolina,Zé Renato & Trinadus,j9e9Rzaui9A,1508746,Carolina,Roupa Nova,b-dRsESBSm0
223151,941307,Expresso 2222,Margareth Menezes,0THbN7Ce5sw,1746315,Expresso 2222,Eva Tüchler - Simon Schmuckermair,UhmN7GUF0hc
223304,942770,Canto das três raças,Alcione,sUVNzTu7SEU,942772,Canto das três raças,Elza Soares,3qKqwefl-7o
223426,943619,Chove lá fora,Maria Creuza,XTDfNlkml-4,943634,Chove lá fora,Agostinho dos Santos,nXlvkWbzyVw
223609,945167,Pra que chorar,Leny Andrade,1jZxWa-FU0w,1385619,Pra que chorar,Som Nove,nOV9TF9Szyg
223689,945479,Samba triste,Maysa [BR],lk-eB3V7fsk,1721464,Samba triste,Neusa Maria,gdPUU4ds3xE
223740,945807,"Sambou, sambou",David Feldman,D4Ueouw7qTM,945821,Sambou sambou,Lisa Ono,BvnwjlNrlF0
223853,946534,Drume negrita,Irakere,-3_X1XOEEX4,947127,Drume negrita,Trio Bembe,Gxc7WvsgeIM
224254,1716820,"Paris, je t'aime d'amour",Mareva Galanter - Arielle Dombasle - Inna Modja - Helena Noguerra,WqcX2lHOn_4,1316496,Paris je t'aime d'amour,Franck Pourcel grand orchestre,41scZbLp3bI
224376,950172,Sem você,Silvia Telles,cHe4jSU9LVM,1111643,Sem você,Maria Bethânia,mJ-PakO6a5E
224500,951169,As rosas não falam,Beth Carvalho,W3W7H533rFY,951200,As rosas não falam,Ney Matogrosso & Rafael Rabello,Bi3nfTpgGFw
224568,951609,Mistérios,Boca Livre,qCmPgz4_N1M,1636052,Mistérios,Jeff Kashiwa,_jwO7_h8urE
225040,955122,Feitio de oração,Quarteto 004,ERZsdsgmM_s,980383,Feitio de oração,Francisco Carlos,FOUrKysp1e4
225347,956912,Tigresa,Itapuà,STo-4IL7FaA,1270010,Tigresa,Trio Quintina,P3B0MAifVaA
225622,1442946,Blue Orchids,Howard Fishman Quartet,fd-bYYFJd0M,1442950,Blue Orchids,Rachel Gould with Luigi Tessarollo Quartet,PW2Xq1noJOQ
226310,1751988,Como vai você,Augusto Martins & Hélio Delmiro,3q1os3ZOlJA,992016,Qué será de ti,Ana Gabriel,UCHEJnuiPaQ
226339,963750,Chora coração,Mônica Salmaso & José Pedro Gil,uDsS5sSG748,963811,Chora coração,Nicola Stilo,96t892J00_U
226667,965520,Tristeza de nós dois,Doris Monteiro,H5-iSroQt-o,965575,Tristeza de nós dois,Agustín Pereyra Lucena,D4-5SimVXG0
226795,966136,Aos pés da cruz,Gilberto Gil,a_pYIieqm_c,1271591,Aos pés da cruz,Silvério Pontes,9jJNRmUspAE
226992,967251,A voz do morro,Stefano Bollani,KJbnTLaL6pQ,967253,A voz do morro,Luiz Arruda Paes e sua orquestra,CaXx4LBal9o
